#,Name,Difficult,Priority,Status,Tags,link,source,practicedTimes
2730,Find the Longest Semi-Repetitive Substring,Medium,Low,,2pt_SameDir_minWin_chkValidAftR,https://leetcode.com/problems/find-the-longest-semi-repetitive-substring/,LC_Contests,
2731,Movement of Robots,Medium,Low,Dig More,Math,https://leetcode.com/problems/movement-of-robots/,LC_Contests,
2732,Find a Good Subset of the Matrix,Hard,Medium,"Dig More, No Idea At First","Bit Manipulation, Math",https://leetcode.com/problems/find-a-good-subset-of-the-matrix/,LC_Contests,
1161,Maximum Level Sum of a Binary Tree,Medium,Low,,"BFS, Tree",https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/,"LC_75, leetcode_daily",
992,Subarrays with K different Integers,Hard,Medium,HardToImplement,"Array, Hash, Sliding Window",https://leetcode.com/problems/subarrays-with-k-different-integers/description/,"HuaHua, wisdompeak",
1621,Number of Sets of K Non-Overlapping Line Segments,Medium,High,"Dig More, In Progress, No Idea At First",DP,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments/,"HuaHua, leetcode_daily",
2510,Check if There is a Path With Equal Number of 0's And 1's,Medium,High,"Dig More, No Idea At First",DP,https://leetcode.com/problems/check-if-there-is-a-path-with-equal-number-of-0s-and-1s/,leetcode_daily,
898,Bitwise ORs of Subarrays,Medium,High,No Idea At First,"Bit Manipulation, DP, Hash",https://leetcode.com/problems/bitwise-ors-of-subarrays/,"HuaHua, leetcode_daily",
1653,Minimum Deletions to Make String Balanced,Medium,High,"In Progress, No Idea At First",,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced/,leetcode_daily,
859,Buddy Strings,Easy,Pass,,"Hash, string",https://leetcode.com/problems/buddy-strings/,leetcode_daily,
379,Design Phone Directory,Medium,Medium,More Solution,"Array, Design, Hash, LinkedList, OrderSet, queue",https://leetcode.com/problems/design-phone-directory/,leetcode_daily,
2295,Replace Elements in an Array,Medium,Low,,Hash,https://leetcode.com/problems/replace-elements-in-an-array/,leetcode_daily,
1329,Sort the Matrix Diagonally,Medium,Medium,,"Array, Matrix, Sort",https://leetcode.com/problems/sort-the-matrix-diagonally/,leetcode_daily,
1569,Number of Ways to Reorder Array to Get Same BST,Hard,Medium,"Dig More, out of scope, toSummarize","Array, DP, Divide and Conquer, Math, Tree, Union Find",https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/,leetcode_daily,
750,Number Of Corner Rectangles,Medium,High,More Solution,"Array, DP, Math, Matrix",https://leetcode.com/problems/number-of-corner-rectangles/description/,leetcode_daily,
1363,Largest Multiple of Three,Hard,High,"HardToImplement, No Idea At First, toRevisit, toSummarize","Array, Greedy, dp-TimeSeqFromLastOne-Power, parent, stateMachine",https://leetcode.com/problems/largest-multiple-of-three/,leetcode_daily,
2679,Sum in a Matrix,Medium,Low,More Solution,"Matrix, PQ, Sort",https://leetcode.com/problems/sum-in-a-matrix/,LC_Contests,
2678,Number of Senior Citizens,Easy,Pass,,string,https://leetcode.com/problems/number-of-senior-citizens/,LC_Contests,
2680,Maximum OR,Medium,High,No Idea At First,"Array, Bit Manipulation, Greedy, Math, Prefix",https://leetcode.com/problems/maximum-or/,LC_Contests,
2681,Power of Heroes,Hard,High,No Idea At First,"Array, Math, Prefix, Sort",https://leetcode.com/problems/power-of-heroes/,LC_Contests,
2328,Number of Increasing Paths in a Grid,Hard,Medium,More Solution,"BFS, DFS, DP, Graph, Matrix, TopSorting",https://leetcode.com/problems/number-of-increasing-paths-in-a-grid/description/,leetcode_daily,
1187,Make Array Strictly Increasing,Hard,High,"HardToImplement, More Solution","Array, BS_lower_upper_bound, Sort, dp-TimeSeqFromLastOne-Power",https://leetcode.com/problems/make-array-strictly-increasing/,"HuaHua, leetcode_daily",
2739,Total Distance Traveled,Easy,High,No Idea At First,Math,https://leetcode.com/problems/total-distance-traveled/,LC_Contests,
2740,Find the Value of the Partition,Medium,Pass,,Sort,https://leetcode.com/problems/find-the-value-of-the-partition/,LC_Contests,
2741,Special Permutations,Medium,High,"In Progress, No Idea At First",,https://leetcode.com/problems/special-permutations/,LC_Contests,
2742,Painting the Walls,Hard,High,"No Idea At First, toRevisit, toSummarize",dp-backpack,https://leetcode.com/problems/painting-the-walls/,LC_Contests,
2023,Number of Pairs of Strings With Concatenation Equal to Target,Medium,Pass,,"Hash, string",https://leetcode.com/problems/number-of-pairs-of-strings-with-concatenation-equal-to-target/,leetcode_daily,
1732,Find the Highest Altitude,Easy,Pass,,"Array, Prefix",https://leetcode.com/problems/find-the-highest-altitude,"LC_75, leetcode_daily",
464,Can I Win,Medium,High,"No Idea At First, toSummarize","Bit Manipulation, BitMask, DP, Game, Math, recursion",https://leetcode.com/problems/can-i-win/description/,"HuaHua, leetcode_daily",
1690,Stone Game VII,Hard,High,,Game,https://leetcode.com/problems/stone-game-vii/,HuaHua,
2090,K Radius Subarray Averages,Medium,Medium,HardToImplement,"Prefix, Sliding Window",https://leetcode.com/problems/k-radius-subarray-averages/description/,leetcode_daily,
2448,Minimum Cost to Make Array Equal,Hard,High,"HardToImplement, More Solution, No Idea At First","Array, BS_todo, Greedy, Math, Prefix, Sort, Sweep-Line",https://leetcode.com/problems/minimum-cost-to-make-array-equal/,leetcode_daily,
1106,Parsing A Boolean Expression,Hard,Medium,,"recursion, stack, string",https://leetcode.com/problems/parsing-a-boolean-expression/,HuaHua,
856,Score of Parentheses,Medium,High,HardToImplement,"recursion, stack, string",https://leetcode.com/problems/score-of-parentheses/,HuaHua,
784,Letter Case Permutation,Medium,High,HardToImplement,"BackTracking, Bit Manipulation, recursion, string",https://leetcode.com/problems/letter-case-permutation/,HuaHua,
736,Parse Lisp Expression,Hard,High,"HardToImplement, More Solution, checkBetterSolution, toRevisit, toSummarize","Hash, recursion, stack, string",https://leetcode.com/problems/parse-lisp-expression/,HuaHua,
726,Number of Atoms,Hard,High,"HardToImplement, checkBetterSolution, toRevisit, toSummarize","Hash, OrderMap, Sort, recursion, stack, string",https://leetcode.com/problems/number-of-atoms/,HuaHua,
1214,Two Sum BSTs,Medium,Medium,More Solution,"2pt, BS_todo, DFS, Iterate, Tree, stack",https://leetcode.com/problems/two-sum-bsts/description/,leetcode_daily,
714,Best Time to Buy and Sell Stock with Transaction Fee,Medium,High,No Idea At First,"Array, DP, Greedy, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/description/,"HuaHua, LC_75, leetcode_daily",
1382,Balance a Binary Search Tree,Medium,Pass,,"DFS, Divide and Conquer, Greedy, Tree",https://leetcode.com/problems/balance-a-binary-search-tree/,HuaHua,
775,Global and Local Inversions,Medium,Medium,"More Solution, dup, toRevisit","Array, Divide and Conquer, Math, MergeSort",https://leetcode.com/problems/global-and-local-inversions/,HuaHua,
154,Find Minimum in Rotated Sorted Array II,Hard,Medium,,"BS_Idx, Divide and Conquer",https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii/,HuaHua,
1475,Final Prices With a Special Discount in a Shop,Easy,High,"No Idea At First, toSummarize","Array, monotonic, stack",https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop/description/,HuaHua,
1027,Longest Arithmetic Subsequence,Medium,High,"More Solution, No Idea At First, noPatten, toSummarize","BS_todo, Hash, dp-TimeSeqFromLastX",https://leetcode.com/problems/longest-arithmetic-subsequence/description/,leetcode_daily,
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,High,"Dig More, More Solution","2pt_SameDir_maxWin_chkValidAftR, Array, Heap, OrderSet, deque, monotonic",https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/description/,HuaHua,
1499,Max Value of Equation,Hard,High,"Dig More, HardToImplement, No Idea At First, toSummarize","Array, Heap, PQ, Sliding Window, deque, monotonic",https://leetcode.com/problems/max-value-of-equation/,HuaHua,
1585,Check If String Is Transformable With Substring Sort Operations,Hard,High,No Idea At First,"Greedy, Sort, queue, string",https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations/,HuaHua,
2748,Number of Beautiful Pairs,Easy,Pass,,"Array, Math",https://leetcode.com/problems/number-of-beautiful-pairs/,LC_Contests,
2749,Minimum Operations to Make the Integer Zero,Medium,High,"In Progress, No Idea At First",,https://leetcode.com/problems/minimum-operations-to-make-the-integer-zero/,LC_Contests,
2750,Ways to Split Array Into Good Subarrays,Medium,Medium,HardToImplement,"Array, Math",https://leetcode.com/problems/minimum-operations-to-make-the-integer-zero/,LC_Contests,
2751,Robot Collisions,Hard,Medium,HardToImplement,"Array, stack",https://leetcode.com/problems/robot-collisions/,LC_Contests,
1575,Count All Possible Routes,Hard,High,"HardToImplement, More Solution",DP,https://leetcode.com/problems/count-all-possible-routes/,leetcode_daily,
871,Minimum Number of Refueling Stops,Hard,High,"HardToImplement, More Solution","Array, DP, Greedy, PQ",https://leetcode.com/problems/minimum-number-of-refueling-stops/,HuaHua,
1354,Construct Target Array With Multiple Sums,Hard,High,"Dig More, HardToImplement, No Idea At First","Math, PQ, simulation",https://leetcode.com/problems/construct-target-array-with-multiple-sums/,HuaHua,
1508,Range Sum of Sorted Subarray Sums,Medium,Low,"More Solution, checkBetterSolution","2pt, BS_todo, PQ, Prefix",https://leetcode.com/problems/range-sum-of-sorted-subarray-sums/,HuaHua,
1642,Furthest Building You Can Reach,Medium,High,No Idea At First,"Array, BS_todo, Greedy, PQ",https://leetcode.com/problems/furthest-building-you-can-reach/,HuaHua,
1675,Minimize Deviation in Array,Hard,High,"Dig More, More Solution, No Idea At First","Array, Greedy, OrderSet, PQ",https://leetcode.com/problems/minimize-deviation-in-array/,HuaHua,
1792,Maximum Average Pass Ratio,Medium,High,No Idea At First,"Array, Greedy, PQ",https://leetcode.com/problems/maximum-average-pass-ratio/,HuaHua,
2462,Total Cost to Hire K Workers,Medium,Medium,HardToImplement,"2pt, Array, PQ, simulation",https://leetcode.com/problems/total-cost-to-hire-k-workers/description/,"LC_75, leetcode_daily",
1514,Path with Maximum Probability,Medium,High,Dig More,"Array, BFS, Dijkstra, Graph, PQ, shortest_path",https://leetcode.com/problems/path-with-maximum-probability/description/,leetcode_daily,
2564,Substring XOR Queries,Medium,,new,"Bit Manipulation, Hash, string",,HuaHua,
2441,Largest Positive Integer That Exists With Its Negative,Easy,Low,More Solution,"2pt, Array, Hash, Sort",https://leetcode.com/problems/largest-positive-integer-that-exists-with-its-negative/,HuaHua,
1542,Find Longest Awesome Substring,Hard,,new,"Hash, string",,HuaHua,
1488,Avoid Flood in The City,Medium,,new,Hash,,HuaHua,
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,Medium,,new,Hash,,HuaHua,
1442,Count Triplets That Can Form Two Arrays of Equal XOR,Medium,,new,"Bit Manipulation, Hash",,HuaHua,
1424,Diagonal Traverse II,Medium,Medium,"HardToImplement, More Solution","Array, PQ, Sort, matrix-diagTraverse",https://leetcode.com/problems/diagonal-traverse-ii/,"HuaHua, leetcode_daily",
1371,Find the Longest Substring Containing Vowels in Even Counts,Medium,,new,Hash,,HuaHua,
1296,Divide Array in Sets of K Consecutive Numbers,Medium,,new,"Hash, Tree",,HuaHua,
1218,Longest Arithmetic Subsequence of Given Difference,Medium,High,No Idea At First,"DP, Hash",https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference,"HuaHua, leetcode_daily",
1178,Number of Valid Words for Each Puzzle,Hard,,new,"Bit Manipulation, Hash, string",,HuaHua,
1124,Longest Well-Performing Interval,Medium,,new,Hash,,HuaHua,
873,Length of Longest Fibonacci Subsequence,Medium,,new,"DP, Hash",,HuaHua,
525,Contiguous Array,Medium,High,No Idea At First,"Array, Hash, Prefix",https://leetcode.com/problems/contiguous-array/description/,"HuaHua, facebookFreq",
567,Permutation in String,Medium,Low,,"2pt_SameDir_sameSpeed, Hash, Sliding Window, string",https://leetcode.com/problems/permutation-in-string/description/,"HuaHua, googleFreq",
432,All O`one Data Structure,Hard,High,"HardToImplement, checkBetterSolution, toRevisit, toSummarize","Design, Hash, LinkedList",https://leetcode.com/problems/all-oone-data-structure/description/,HuaHua,
560,Subarray Sum Equals K,Medium,Low,checkBetterSolution,"Hash, Prefix",https://leetcode.com/problems/subarray-sum-equals-k/,"HuaHua, appleFreq",
792,Number of Matching Subsequences,Medium,High,"CalcuComplexity, Dig More, More Solution, No Idea At First","Array, BS_todo, DP, Hash, Sort, Trie, string",https://leetcode.com/problems/number-of-matching-subsequences/description/,"HuaHua, googleFreq",
763,Partition Labels,Medium,Medium,"More Solution, toRevisit","2pt, Greedy, Hash, Interval, string",https://leetcode.com/problems/partition-labels/description/,HuaHua,
748,Shortest Completing Word,Easy,,new,"Hash, string",,HuaHua,
745,Prefix and Suffix Search,Hard,High,"CalcuComplexity, Dig More, More Solution, No Idea At First, toSummarize","Design, Hash, Trie, string",https://leetcode.com/problems/prefix-and-suffix-search/description/,HuaHua,
734,Sentence Similarity,Easy,,new,Hash,,HuaHua,
720,Longest Word in Dictionary,Easy,Medium,More Solution,"Array, Hash, Sort, Trie, string",https://leetcode.com/problems/longest-word-in-dictionary/,HuaHua,
126,Word Ladder II,Hard,High,HardToImplement,"BFS, BackTracking, DFS, Graph, Hash, string",https://leetcode.com/problems/word-ladder-ii/description/,HuaHua,
409,Longest Palindrome,,,new,"Greedy, Hash, string",,HuaHua,
677,Map Sum Pairs,Medium,High,HardToImplement,"Design, Hash, Trie, string",https://leetcode.com/problems/map-sum-pairs/,HuaHua,
381,Insert Delete GetRandom,,,new,"Design, Hash",,HuaHua,
451,Sort Characters By Frequency,,,new,"Hash, string",,HuaHua,
509,Fibonacci Number,Easy,Pass,More Solution,"DP, Math, recursion",https://leetcode.com/problems/fibonacci-number/description/,"HuaHua, microsoftFreq",
1137,N-th Tribonacci Number,Easy,Low,More Solution,"Math, dp-TimeSeqFromLastOne-Power",https://leetcode.com/problems/n-th-tribonacci-number,"HuaHua, LC_75",
746,Min Cost Climbing Stairs,Easy,Medium,More Solution,"Array, dp-TimeSeqFromLastOne-Power",https://leetcode.com/problems/min-cost-climbing-stairs,"HuaHua, LC_75",
740,Delete and Earn,Medium,Medium,,"dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/delete-and-earn/,HuaHua,
152,Maximum Product Subarray,Medium,,new,DP,,"HuaHua, ticktokFreq",1
1567,Maximum Length of Subarray With Positive Product,Medium,Medium,HardToImplement,"DP, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/description/,HuaHua,
1014,Best Sightseeing Pair,Medium,,new,DP,,HuaHua,
2560,House Robber IV,Medium,,new,"BS_todo, DP",,HuaHua,
2435,Paths in Matrix Whose Sum Is Divisible by K,Hard,,new,DP,,HuaHua,
1872,Stone Game VIII,Hard,,new,DP,,HuaHua,
1815,Maximum Number of Groups Getting Fresh Donuts,Hard,,new,DP,,HuaHua,
1799,Maximize Score After N Operations,Hard,,new,DP,,HuaHua,
1786,Number of Restricted Paths From First to Last Node,Medium,,new,"DP, Graph",,HuaHua,
1771,Maximize Palindrome Length From Subsequences,Hard,,new,DP,,HuaHua,
1770,Maximum Score from Performing Multiplication Operations,Medium,,new,DP,,HuaHua,
1745,Palindrome Partitioning IV,Hard,,new,DP,,HuaHua,
1727,Largest Submatrix With Rearrangements,Medium,High,No Idea At First,"DP, Greedy, Matrix, Prefix, Sort",https://leetcode.com/problems/largest-submatrix-with-rearrangements/,"HuaHua, leetcode_daily",
1713,Minimum Operations to Make a Subsequence,,,new,DP,,HuaHua,
1838,Frequency of the Most Frequent Element,Medium,High,"More Solution, No Idea At First","Array, BS_todo, Greedy, Prefix, Sliding Window, Sort",https://leetcode.com/problems/frequency-of-the-most-frequent-element/,HuaHua,
2317,Maximum XOR After Operations,,,new,Bit Manipulation,,HuaHua,
1655,Distribute Repeating Integers,,,new,"Bit Manipulation, DP",,HuaHua,
1558,Minimum Numbers of Function Calls to Make Target Array,,,new,Bit Manipulation,,HuaHua,
1483,Kth Ancestor of a Tree Node,Hard,High,More Solution,"BFS, BS_todo, BinaryLifting, Bit Manipulation, DFS, DP, Design, Tree",https://leetcode.com/problems/kth-ancestor-of-a-tree-node/description/,HuaHua,
1457,Pseudo,,,new,"Bit Manipulation, Tree, string",,HuaHua,
393,UTF,,,new,Bit Manipulation,,HuaHua,
1239,Maximum Length of a Concatenated String with Unique Characters,Medium,Medium,HardToImplement,"Array, BackTracking, Bit Manipulation, search, string",https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters/description/,"HuaHua, microsoftFreq",
476,Number Complement,,,new,Bit Manipulation,,HuaHua,
477,Total Hamming Distance,,,new,Bit Manipulation,,HuaHua,
1409,Queries on a Permutation With Key,,,new,simulation,,HuaHua,
