#,Name,Difficult,Priority,Status,Tags,link,source,Last edited time,Created time,practicedTimes,related
26,Remove Duplicates from Sorted Array,Easy,Pass,,"2pt, Array",https://leetcode.com/problems/remove-duplicates-from-sorted-array/,"LC_Top_Interview_150, wisdompeak","October 12, 2023 2:56 PM","May 25, 2023 10:40 PM",,
1406,Stone Game III,Hard,Medium,,"Game, dp-TimeSeqFromLastOne-Power",https://leetcode.com/problems/stone-game-iii/,"HuaHua, leetcode_daily","October 12, 2023 2:56 PM","May 26, 2023 6:21 PM",,
2710,Remove Trailing Zeros From a String,Easy,Pass,,string,https://leetcode.com/problems/remove-trailing-zeros-from-a-string/,LC_Contests,"October 12, 2023 2:56 PM","May 27, 2023 10:30 PM",,
2711,Difference of Number of Distinct Values on Diagonals,Easy,Low,More Solution,DP,https://leetcode.com/problems/difference-of-number-of-distinct-values-on-diagonals/,LC_Contests,"October 12, 2023 2:56 PM","May 27, 2023 10:32 PM",,
2713,Maximum Strictly Increasing Cells in a Matrix,Hard,High,"Dig More, noPatten",DP,https://leetcode.com/problems/maximum-strictly-increasing-cells-in-a-matrix/,LC_Contests,"October 12, 2023 2:56 PM","May 27, 2023 10:33 PM",,
2712,Minimum Cost to Make All Characters Equal,Medium,High,"Dig More, More Solution","Greedy, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/minimum-cost-to-make-all-characters-equal/,LC_Contests,"October 12, 2023 2:56 PM","May 27, 2023 10:38 PM",,
1547,Minimum Cost to Cut a Stick,Hard,Medium,,dp-Pyr,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/,leetcode_daily,"October 12, 2023 2:56 PM","May 28, 2023 12:17 PM",,
2709,Greatest Common Divisor Traversal,Hard,High,No Idea At First,"PrimeFactor, Union Find",https://leetcode.com/problems/greatest-common-divisor-traversal/,LC_Contests,"October 12, 2023 2:56 PM","May 28, 2023 9:44 PM",,
2706,Buy Two Chocolates,Easy,Pass,,PQ,https://leetcode.com/problems/buy-two-chocolates/,LC_Contests,"October 12, 2023 2:56 PM","May 28, 2023 9:47 PM",,
2707,Extra Characters in a String,Medium,High,"Dig More, HardToImplement, More Solution","Trie, dp-Pyr, dp-TimeSeqFromLastX",https://leetcode.com/problems/extra-characters-in-a-string/,LC_Contests,"October 12, 2023 2:56 PM","May 28, 2023 9:48 PM",,
2708,Maximum Strength of a Group,Medium,Medium,,"dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/maximum-strength-of-a-group/,LC_Contests,"October 12, 2023 2:56 PM","May 28, 2023 9:49 PM",,
705,Design HashSet,Easy,Medium,,"Hash, LinkedList",https://leetcode.com/problems/design-hashset/,leetcode_daily,"October 12, 2023 2:56 PM","May 30, 2023 12:37 AM",,
348,Design Tic-Tac-Toe,Medium,Low,,Array,https://leetcode.com/problems/design-tic-tac-toe/,leetcode_daily,"October 12, 2023 2:56 PM","May 30, 2023 1:00 AM",,
189,Rotate Array,Medium,Pass,,"3 Step Rotate, Array",https://leetcode.com/problems/rotate-array/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","May 30, 2023 1:54 PM",,
169,Majority Element,Easy,High,No Idea At First,"Array, Bit Manipulation, Divide and Conquer, Hash",https://leetcode.com/problems/majority-element/,"HuaHua, LC_Top_Interview_150","October 12, 2023 2:56 PM","May 30, 2023 2:06 PM",,
274,H-Index,Medium,High,Dig More,Array,https://leetcode.com/problems/h-index/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","May 30, 2023 9:05 PM",,
380,Insert Delete GetRandom O(1),Medium,Medium,,"Array, Design, Hash, Probability, Random",https://leetcode.com/problems/insert-delete-getrandom-o1/,"HuaHua, LC_Top_Interview_150","October 12, 2023 2:56 PM","May 30, 2023 9:38 PM",,
238,Product of Array Except Self,Medium,Medium,"More Solution, No Idea At First","Array, Prefix",https://leetcode.com/problems/product-of-array-except-self/,"LC_75, LC_Top_Interview_150, ticktokFreq","November 17, 2023 1:31 AM","May 30, 2023 9:46 PM",1,Construct Product Matrix (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Construct%20Product%20Matrix%20ce82e79220e14f549d95dfdb98b816f0.csv)
134,Gas Station,Medium,Medium,No Idea At First,"Array, Greedy",https://leetcode.com/problems/gas-station/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","May 30, 2023 10:21 PM",,
1396,Design Underground System,Medium,Medium,,"Design, Hash, string",https://leetcode.com/problems/design-underground-system/,leetcode_daily,"October 12, 2023 2:56 PM","May 30, 2023 10:25 PM",,
135,Candy,Hard,Medium,More Solution,"Array, Greedy, OrderSet",https://leetcode.com/problems/candy/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","May 30, 2023 11:22 PM",,
58,Length of Last Word,Easy,Pass,,string,https://leetcode.com/problems/length-of-last-word/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","May 31, 2023 1:53 AM",,
14,Longest Common Prefix,Easy,Low,,string,https://leetcode.com/problems/longest-common-prefix/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","May 31, 2023 2:08 AM",,
151,Reverse Words in a String,Medium,High,More Solution,"2pt, 3 Step Rotate, string",https://leetcode.com/problems/reverse-words-in-a-string/,"LC_75, LC_Top_Interview_150","October 12, 2023 2:56 PM","May 31, 2023 3:47 AM",,
28,Find the Index of the First Occurrence in a String,Easy,Low,More Solution,"2pt, string",https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","May 31, 2023 3:53 AM",,
6,Zigzag Conversion,Medium,Pass,,string,https://leetcode.com/problems/zigzag-conversion/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","May 31, 2023 4:07 AM",,
392,Is Subsequence,Easy,Medium,"More Solution, toSummarize","2pt, DP, string",https://leetcode.com/problems/is-subsequence/,"LC_75, LC_Top_Interview_150","October 12, 2023 2:56 PM","May 31, 2023 6:36 AM",,
1091,Shortest Path in Binary Matrix,Medium,Low,,"BFS, Matrix",https://leetcode.com/problems/shortest-path-in-binary-matrix/,leetcode_daily,"October 12, 2023 2:56 PM","May 31, 2023 8:41 PM",,
2101,Detonate the Maximum Bombs,Medium,Medium,,"Array, BFS, Graph",https://leetcode.com/problems/detonate-the-maximum-bombs/,leetcode_daily,"October 12, 2023 2:56 PM","June 2, 2023 3:16 PM",,
1230,Toss Strange Coins,Medium,High,,"Probability, dp-backpack",https://leetcode.com/problems/toss-strange-coins/,leetcode_daily,"October 12, 2023 2:56 PM","June 2, 2023 3:59 PM",,
36,Valid Sudoku,Medium,Low,,Matrix,https://leetcode.com/problems/valid-sudoku/?envType=study-plan-v2&envId=top-interview-150,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 2, 2023 4:48 PM",,
54,Spiral Matrix,Medium,Low,,Matrix,https://leetcode.com/problems/spiral-matrix/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 2, 2023 4:51 PM",,
48,Rotate Image,Medium,Low,,Matrix,https://leetcode.com/problems/rotate-image/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 2, 2023 5:23 PM",,
73,Set Matrix Zeroes,Medium,Medium,No Idea At First,Matrix,https://leetcode.com/problems/set-matrix-zeroes/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 2, 2023 5:42 PM",,
289,Game of Life,Medium,Pass,,"BitMask, Matrix, simulation",https://leetcode.com/problems/game-of-life/,"HuaHua, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 2, 2023 10:15 PM",,
1376,Time Needed to Inform All Employees,Medium,Pass,,"BFS, DFS, Tree",https://leetcode.com/problems/time-needed-to-inform-all-employees/,leetcode_daily,"October 12, 2023 2:56 PM","June 2, 2023 10:43 PM",,
202,Happy Number,Easy,Medium,,"Hash, circle",https://leetcode.com/problems/happy-number/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 2, 2023 10:52 PM",,
219,Contains Duplicate II,Easy,Medium,,"2pt_SameDir_sameSpeed, Array, Hash, Sliding Window",https://leetcode.com/problems/contains-duplicate-ii/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 2, 2023 10:59 PM",,
242,Valid Anagram,Easy,Pass,,"Hash, Sort, string",https://leetcode.com/problems/valid-anagram/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 2, 2023 11:19 PM",,
383,Ransom Note,Easy,Pass,,"Hash, string",https://leetcode.com/problems/ransom-note/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 2, 2023 11:32 PM",,
290,Word Pattern,Easy,Low,,"Hash, string",https://leetcode.com/problems/word-pattern/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 2, 2023 11:50 PM",,
228,Summary Ranges,Easy,High,,"2pt, Array, Interval",https://leetcode.com/problems/summary-ranges/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 2, 2023 11:56 PM",,
2716,Minimize String Length,Medium,Low,No Idea At First,"Hash, string",https://leetcode.com/problems/minimize-string-length/,LC_Contests,"October 12, 2023 2:56 PM","June 3, 2023 9:16 PM",,
2717,Semi-Ordered Permutation,Easy,Pass,,Array,https://leetcode.com/problems/semi-ordered-permutation/,LC_Contests,"October 12, 2023 2:56 PM","June 3, 2023 9:18 PM",,
2718,Sum of Matrix After Queries,Medium,Medium,No Idea At First,Matrix,https://leetcode.com/problems/sum-of-matrix-after-queries/,LC_Contests,"October 12, 2023 2:56 PM","June 3, 2023 9:19 PM",,
2719,Count of Integers,Hard,High,No Idea At First,"DP, Math, Prefix, string",https://leetcode.com/problems/count-of-integers/,LC_Contests,"October 12, 2023 2:56 PM","June 3, 2023 9:21 PM",,
452,Minimum Number of Arrows to Burst Balloons,Medium,High,No Idea At First,"Array, Geometry, Greedy, Interval, Sort",https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/,"HuaHua, LC_75, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 3, 2023 9:43 PM",,
547,Number of Provinces,Medium,Low,,"Connected_Component, DFS, Graph, Union Find",https://leetcode.com/problems/number-of-provinces/,"LC_75, leetcode_daily","October 12, 2023 2:56 PM","June 3, 2023 10:22 PM",,
71,Simplify Path,Medium,Low,,"stack, string",https://leetcode.com/problems/simplify-path/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 4, 2023 1:34 PM",,
150,Evaluate Reverse Polish Notation,Medium,Pass,,"simulation, stack",https://leetcode.com/problems/evaluate-reverse-polish-notation/,"HuaHua, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 4, 2023 1:37 PM",,
224,Basic Calculator,Hard,High,"Dig More, More Solution","Math, stack, string",https://leetcode.com/problems/basic-calculator/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 4, 2023 9:05 PM",,
1232,Check If It Is a Straight Line,Easy,Low,,"Geometry, Math",https://leetcode.com/problems/check-if-it-is-a-straight-line/,leetcode_daily,"October 12, 2023 2:56 PM","June 4, 2023 9:17 PM",,
2,Add Two Numbers,Medium,Low,,"LinkedList, Math, simulation",https://leetcode.com/problems/add-two-numbers/,"HuaHua, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 4, 2023 11:44 PM",,
82,Remove Duplicates from Sorted List II,Medium,Medium,More Solution,"2pt, Hash, LinkedList",https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 4, 2023 11:51 PM",,
129,Sum Root to Leaf Numbers,Medium,Pass,,"DFS, Tree",https://leetcode.com/problems/sum-root-to-leaf-numbers/,"HuaHua, LC_Top_Interview_150","November 2, 2023 10:42 PM","June 4, 2023 11:59 PM",1,
63,Unique Paths II,Medium,Pass,,"DP, Matrix",https://leetcode.com/problems/unique-paths-ii/,"HuaHua, LC_Top_Interview_150","November 2, 2023 5:51 PM","June 5, 2023 12:04 AM",1,
322,Coin Change,Medium,Medium,More Solution,"BFS, dp-backpack, search",https://leetcode.com/problems/coin-change/,"HuaHua, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 5, 2023 12:23 AM",,
190,Reverse Bits,Easy,Low,More Solution,"Bit Manipulation, Divide and Conquer",https://leetcode.com/problems/reverse-bits/,"HuaHua, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 5, 2023 12:39 AM",,
201,Bitwise AND of Numbers Range,Medium,Low,,Bit Manipulation,https://leetcode.com/problems/bitwise-and-of-numbers-range/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 5, 2023 12:55 AM",,
77,Combinations,Medium,Low,,BackTracking,https://leetcode.com/problems/combinations/,"LC_Top_Interview_150, leetcode_daily","October 12, 2023 2:56 PM","June 5, 2023 1:04 AM",,
530,Minimum Absolute Difference in BST,Easy,Pass,,Tree,https://leetcode.com/problems/minimum-absolute-difference-in-bst/,"HuaHua, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 5, 2023 1:11 AM",,
637,Average of Levels in Binary Tree,Easy,Pass,,"BFS, Tree",https://leetcode.com/problems/average-of-levels-in-binary-tree/,"HuaHua, LC_Top_Interview_150","November 3, 2023 7:15 PM","June 5, 2023 1:15 AM",InProgress,
52,N-Queens II,Hard,Low,,BackTracking,https://leetcode.com/problems/n-queens-ii/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 5, 2023 1:40 AM",,
106,Construct Binary Tree from Inorder and Postorder Traversal,Medium,Low,,"Divide and Conquer, Tree",https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 5, 2023 2:04 AM",,
373,Find K Pairs with Smallest Sums,Medium,High,"No Idea At First, toSummarize",PQ,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 5, 2023 3:27 AM",,
433,Minimum Genetic Mutation,Medium,Low,dup,"BFS, Graph, Hash, string",https://leetcode.com/problems/minimum-genetic-mutation/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 5, 2023 4:35 PM",,
222,Count Complete Tree Nodes,Medium,Medium,More Solution,"BS_todo, DFS, Tree",https://leetcode.com/problems/count-complete-tree-nodes/,"HuaHua, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 5, 2023 4:39 PM",,
199,Binary Tree Right Side View,Medium,Low,,"BFS, Tree",https://leetcode.com/problems/binary-tree-right-side-view/,"LC_75, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 5, 2023 5:21 PM",,
1502,Can Make Arithmetic Progression From Sequence,Easy,Pass,,"Array, Sort",https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence/,leetcode_daily,"October 12, 2023 2:56 PM","June 5, 2023 10:39 PM",,
399,Evaluate Division,Medium,High,"HardToImplement, More Solution","BFS, DFS, Graph, Union Find",https://leetcode.com/problems/evaluate-division/,"HuaHua, LC_75, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 5, 2023 11:02 PM",,Check for Contradictions in Equations (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Check%20for%20Contradictions%20in%20Equations%20fa47b084504e4afa88e6d2439526bc2c.csv)
909,Snakes and Ladders,Medium,High,No Idea At First,"Array, BFS, Graph, Matrix",https://leetcode.com/problems/snakes-and-ladders/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 6, 2023 12:06 AM",,
427,Construct Quad Tree,Medium,High,,"Array, Divide and Conquer, Matrix, Tree",https://leetcode.com/problems/construct-quad-tree/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 6, 2023 12:59 AM",,
502,IPO,Hard,High,"Dig More, toSummarize","Array, DP, Greedy, PQ, Sort",https://leetcode.com/problems/ipo/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 6, 2023 1:00 AM",,
101,Symmetric Tree,Easy,Pass,,Tree,https://leetcode.com/problems/symmetric-tree/,"HuaHua, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 6, 2023 7:51 PM",,
226,Invert Binary Tree,Easy,Pass,,Tree,https://leetcode.com/problems/invert-binary-tree/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 6, 2023 7:53 PM",,
112,Path Sum,Easy,Pass,,Tree,https://leetcode.com/problems/path-sum/,"HuaHua, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 6, 2023 7:54 PM",,
117,Populating Next Right Pointers in Each Node II,Medium,Medium,,"DFS, Tree",https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 6, 2023 8:07 PM",,
230,Kth Smallest Element in a BST,Medium,Pass,,"Iterate, Tree",https://leetcode.com/problems/kth-smallest-element-in-a-bst/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 6, 2023 8:30 PM",,
1318,Minimum Flips to Make a OR b Equal to c,Medium,Pass,,Bit Manipulation,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c/,"LC_75, leetcode_daily","October 12, 2023 2:56 PM","June 6, 2023 10:38 PM",,
9,Palindrome Number,Easy,Pass,,Math,https://leetcode.com/problems/palindrome-number/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 6, 2023 10:48 PM",,
66,Plus One,Easy,Pass,,Math,https://leetcode.com/problems/plus-one/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 6, 2023 10:55 PM",,
35,Search Insert Position,Easy,Pass,,BS_Idx,https://leetcode.com/problems/search-insert-position/,"HuaHua, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 6, 2023 10:56 PM",,
108,Convert Sorted Array to Binary Search Tree,Easy,Pass,,"Divide and Conquer, Tree",https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/,"HuaHua, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 6, 2023 10:58 PM",,
67,Add Binary,Easy,Pass,,"Bit Manipulation, Math",https://leetcode.com/problems/add-binary/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 6, 2023 11:02 PM",,
191,Number of 1 Bits,Easy,Pass,,Bit Manipulation,https://leetcode.com/problems/number-of-1-bits/,"LC_Top_Interview_150, leetcode_daily","November 28, 2023 8:21 PM","June 6, 2023 11:05 PM",,
136,Single Number,Easy,Low,,Bit Manipulation,https://leetcode.com/problems/single-number/,"LC_75, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 6, 2023 11:07 PM",,
137,Single Number II,Medium,Low,No Idea At First,Bit Manipulation,https://leetcode.com/problems/single-number-ii/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","June 6, 2023 11:15 PM",,
5,Longest Palindromic Substring,Medium,High,"Dig More, In Progress, No Idea At First","DP, Manacher, string",https://leetcode.com/problems/longest-palindromic-substring/,"HuaHua, LC_Top_Interview_150, ticktokFreq","November 17, 2023 1:31 AM","June 6, 2023 11:52 PM",1,"Longest Palindromic Subsequence (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Longest%20Palindromic%20Subsequence%2084aa3d867a9e4aca9510bdf16a0cbf4c.csv), Valid Palindrome III (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Valid%20Palindrome%20III%20517a78a10eeb4597af212af8b9e8f366.csv), Minimum Insertion Steps to Make a String Palindrome (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Minimum%20Insertion%20Steps%20to%20Make%20a%20String%20Palindrom%209bb48427b933450ca691a199ed559c53.csv)"
34,Find First and Last Position of Element in Sorted Array,Medium,Pass,,BS_Idx,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/,"HuaHua, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 7, 2023 12:24 AM",,
210,Course Schedule II,Medium,Low,,"Graph, TopSorting",https://leetcode.com/problems/course-schedule-ii/,"HuaHua, LC_Top_Interview_150, ticktokFreq","November 17, 2023 1:31 AM","June 7, 2023 3:39 AM",1,
139,Word Break,Medium,Medium,HardToImplement,"Hash, Trie, dp-TimeSeqFromLastX, string",https://leetcode.com/problems/word-break/,"HuaHua, LC_Top_Interview_150","October 12, 2023 2:56 PM","June 7, 2023 12:57 PM",,
